# metrics table, written by src/reporting.py, subpart d3. two blocks with
# different columns, and the split is the content and not the layout.
# every value is a median with its interquartile range over the seed count in
# the same row, and every row states the evaluation budget and the
# cardinality it was computed at. no cell is one run.

block,objective_space
# hypervolume, igd and spread are computed on the (k, 2m) rows of one
# phi's image. each phi maps the same problem into a different space on a
# different scale, CONTEXT.md section 5 step 5, so these compare solvers
# under one fixed phi and never rank one phi against another; a ratio
# taken across two phi here is a ratio of volumes in two different spaces
# and means nothing. all three move with the cardinality, r-16, which is
# why every row states the one it was computed at.
problem,phi,solver,metric,n_seeds,n_evals,cardinality,reference_size,sampling_mode,include_singular_segments,hv_reference_rule,hv_reference_point,median,q1,q3,iqr
dtlz2_interval,cw,mopso,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.214121488464704 0.05500000000000001 3.123601804952729 0.05500000000000001 3.1320934325584835 0.05500000000000001,0.0036792610861937996,0.003551187743791474,0.003995223028781,0.0004440352849895261
dtlz2_interval,cw,mopso,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.214121488464704 0.05500000000000001 3.123601804952729 0.05500000000000001 3.1320934325584835 0.05500000000000001,3.9399573482455574,3.8526654990392135,3.959107853097179,0.10644235405796554
dtlz2_interval,cw,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.214121488464704 0.05500000000000001 3.123601804952729 0.05500000000000001 3.1320934325584835 0.05500000000000001,0.003670473020870019,0.0035303116836976436,0.0037336827620000966,0.000203371078302453
dtlz2_interval,cw,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.214121488464704 0.05500000000000001 3.123601804952729 0.05500000000000001 3.1320934325584835 0.05500000000000001,4.664102120594515,4.650279513029598,4.826648074763772,0.17636856173417392
dtlz2_interval,cw,random_search,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.214121488464704 0.05500000000000001 3.123601804952729 0.05500000000000001 3.1320934325584835 0.05500000000000001,0.0036364969007546327,0.0036327280059005092,0.0037097102070030863,7.698220110257704e-05
dtlz2_interval,cw,random_search,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.214121488464704 0.05500000000000001 3.123601804952729 0.05500000000000001 3.1320934325584835 0.05500000000000001,3.563569792893757,3.52627731410135,3.6203648423803276,0.09408752827897748
dtlz2_interval,ls,mopso,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.3616120691097904 0.11000000000000001 3.445552516183257 0.11000000000000001 3.3843327293530585 0.11000000000000001,0.040458151238010644,0.04017924523646375,0.04100553089422524,0.0008262856577614941
dtlz2_interval,ls,mopso,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.3616120691097904 0.11000000000000001 3.445552516183257 0.11000000000000001 3.3843327293530585 0.11000000000000001,4.0527703097391425,3.9806240254973413,4.235499576997404,0.25487555150006314
dtlz2_interval,ls,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.3616120691097904 0.11000000000000001 3.445552516183257 0.11000000000000001 3.3843327293530585 0.11000000000000001,0.03760767470826927,0.037520723623128735,0.0381074215387735,0.0005866979156447655
dtlz2_interval,ls,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.3616120691097904 0.11000000000000001 3.445552516183257 0.11000000000000001 3.3843327293530585 0.11000000000000001,4.98608498496939,4.887715855934505,5.191219470959539,0.30350361502503453
dtlz2_interval,ls,random_search,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.3616120691097904 0.11000000000000001 3.445552516183257 0.11000000000000001 3.3843327293530585 0.11000000000000001,0.037740291739418216,0.036650267078548356,0.03859707431017745,0.0019468072316290927
dtlz2_interval,ls,random_search,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,3.3616120691097904 0.11000000000000001 3.445552516183257 0.11000000000000001 3.3843327293530585 0.11000000000000001,3.6662865237121154,3.56642127504035,3.676264018720448,0.10984274368009794
dtlz2_interval,lu,mopso,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,2.7197374792373794 2.775020017179915 2.991032997657866 2.9900562041521592 3.0321011956068253 3.0304664018795404,451.49071467733944,445.71488212410947,455.9052891100137,10.190406985904247
dtlz2_interval,lu,mopso,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,2.7197374792373794 2.775020017179915 2.991032997657866 2.9900562041521592 3.0321011956068253 3.0304664018795404,5.811487402044223,5.771316444874966,5.836489780873165,0.06517333599819874
dtlz2_interval,lu,nsga2,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,2.7197374792373794 2.775020017179915 2.991032997657866 2.9900562041521592 3.0321011956068253 3.0304664018795404,507.2775094898604,498.9467570209242,510.3968053040453,11.450048283121077
dtlz2_interval,lu,nsga2,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,2.7197374792373794 2.775020017179915 2.991032997657866 2.9900562041521592 3.0321011956068253 3.0304664018795404,5.938032745719019,5.923753080387125,6.036937528539762,0.11318444815263717
dtlz2_interval,lu,random_search,hypervolume,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,2.7197374792373794 2.775020017179915 2.991032997657866 2.9900562041521592 3.0321011956068253 3.0304664018795404,453.67506703401205,451.3394761371246,462.55695410175304,11.217477964628415
dtlz2_interval,lu,random_search,spread,5,5000,100,0,farthest_point,False,reference_front_nadir_plus_range_tenth,2.7197374792373794 2.775020017179915 2.991032997657866 2.9900562041521592 3.0321011956068253 3.0304664018795404,5.363238316080505,5.229843290900449,5.473834067919353,0.2439907770189036
zdt1_interval,cw,mopso,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.1 0.01625 6.015976147328031 0.01625,0.0007547621427768575,0.0007504859194815384,0.0007716236488644942,2.113772938295579e-05
zdt1_interval,cw,mopso,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.1 0.01625 6.015976147328031 0.01625,2.793451733672135,2.402638819546508,2.8467699785224756,0.44413115897596755
zdt1_interval,cw,nsga2,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.1 0.01625 6.015976147328031 0.01625,0.0009365487876351557,0.0009334628000075808,0.0009637554046291657,3.029260462158491e-05
zdt1_interval,cw,nsga2,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.1 0.01625 6.015976147328031 0.01625,2.0738616265184753,2.0668957736282465,2.1994256185410404,0.13252984491279385
zdt1_interval,cw,random_search,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.1 0.01625 6.015976147328031 0.01625,0.0005679564634284288,0.0005584578309169219,0.0005732358045680038,1.4777973651081849e-05
zdt1_interval,cw,random_search,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.1 0.01625 6.015976147328031 0.01625,2.9100896561602148,2.428134390684764,3.115941572037522,0.687807181352758
zdt1_interval,ls,mopso,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.096621944474205 0.0325 7.2374714879492545 0.0325,0.003680102458498263,0.0034273571634877344,0.0037585834515657273,0.0003312262880779929
zdt1_interval,ls,mopso,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.096621944474205 0.0325 7.2374714879492545 0.0325,4.255070674052911,4.032474735994628,4.807061828624614,0.7745870926299867
zdt1_interval,ls,nsga2,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.096621944474205 0.0325 7.2374714879492545 0.0325,0.00416838469739898,0.0037473623333804493,0.0042726504480980155,0.0005252881147175662
zdt1_interval,ls,nsga2,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.096621944474205 0.0325 7.2374714879492545 0.0325,3.062006202841732,2.979508745149306,3.1880020077884113,0.2084932626391054
zdt1_interval,ls,random_search,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.096621944474205 0.0325 7.2374714879492545 0.0325,0.003231697555691537,0.0032281359249754908,0.0033154133975100033,8.727747253451257e-05
zdt1_interval,ls,random_search,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.096621944474205 0.0325 7.2374714879492545 0.0325,3.295491040611158,2.9597915180093115,3.493818378107388,0.5340268600980767
zdt1_interval,lu,mopso,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.040434514046447 1.0578373360952114 6.708692690009518 6.714404847814675,26.3566419946972,26.00399672612204,26.68299047730364,0.6789937511816007
zdt1_interval,lu,mopso,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.040434514046447 1.0578373360952114 6.708692690009518 6.714404847814675,5.655941042274625,4.656562623976965,5.896120897617148,1.2395582736401831
zdt1_interval,lu,nsga2,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.040434514046447 1.0578373360952114 6.708692690009518 6.714404847814675,34.812471983076264,34.631775384787765,35.91863141447413,1.286856029686362
zdt1_interval,lu,nsga2,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.040434514046447 1.0578373360952114 6.708692690009518 6.714404847814675,3.843678588142278,3.319602027957896,5.18644296931851,1.8668409413606142
zdt1_interval,lu,random_search,hypervolume,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.040434514046447 1.0578373360952114 6.708692690009518 6.714404847814675,14.89579083020251,14.387772252485618,15.394650718829471,1.0068784663438528
zdt1_interval,lu,random_search,spread,5,5000,20,0,farthest_point,False,reference_front_nadir_plus_range_tenth,1.040434514046447 1.0578373360952114 6.708692690009518 6.714404847814675,5.554458779284249,5.4243266876700655,5.6080100964352795,0.18368340876521394

block,decision_space
# hausdorff, coverage, overlap and cross evaluation are computed on the
# recovered sets in the decision space, which is the one space every phi
# shares, so these are the metrics comparable across phi and this is the
# block a phi comparison is read from. a row whose status is check has one
# direction fixed by a containment before any solver ran, r-06 and r-11,
# so a difference there is in part a theorem; only a row whose status is
# finding carries the sensitivity signal.
problem,phi_a,phi_b,status,metric,n_seeds,n_evals,cardinality_a,cardinality_b,delta,box_scale,containment_violations,note,median,q1,q3,iqr
dtlz2_interval,ls,cw,check,coverage_a_in_b,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
dtlz2_interval,ls,cw,check,coverage_b_in_a,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
dtlz2_interval,ls,cw,check,cross_a_under_b,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.95,0.945,0.955,0.010000000000000009
dtlz2_interval,ls,cw,check,cross_b_under_a,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0,1.0,1.0,0.0
dtlz2_interval,ls,cw,check,hausdorff_a_to_b,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0858529412792122,1.0789020125711328,1.105136212418789,0.02623419984765607
dtlz2_interval,ls,cw,check,hausdorff_b_to_a,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.049069375437946,1.0351497830128926,1.086726527006212,0.05157674399331946
dtlz2_interval,ls,cw,check,hausdorff_symmetric,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",1.0967486425445394,1.086726527006212,1.105136212418789,0.018409685412576815
dtlz2_interval,ls,cw,check,overlap,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; check on r-06 and not a finding: ND_cw sits inside ND_ls exactly and for every problem, docs/a_close_containment.md, so coverage of cw in ls and one direction of the overlap are fixed before this runs. the containment is exact in real arithmetic and fails by rounding in doubles, one point of 1565 measured, r-11, so a nonzero violation count is arithmetic and never a result about phi. it stands on s-11; if the supervisors refute the criterion this pair is reported like the other and no result moves",0.0,0.0,0.0,0.0
dtlz2_interval,lu,cw,finding,coverage_a_in_b,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.0,0.0,0.0,0.0
dtlz2_interval,lu,cw,finding,coverage_b_in_a,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.0,0.0,0.0,0.0
dtlz2_interval,lu,cw,finding,cross_a_under_b,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.751269035532995,0.685,0.77,0.08499999999999996
dtlz2_interval,lu,cw,finding,cross_b_under_a,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.445,0.43,0.45,0.020000000000000018
dtlz2_interval,lu,cw,finding,hausdorff_a_to_b,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.189848992719621,1.1099244076633283,1.1975319558992055,0.08760754823587713
dtlz2_interval,lu,cw,finding,hausdorff_b_to_a,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.1242706260426931,1.1009341321604533,1.1700101383251622,0.06907600616470888
dtlz2_interval,lu,cw,finding,hausdorff_symmetric,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",1.189848992719621,1.1700101383251622,1.1975319558992055,0.02752181757404326
dtlz2_interval,lu,cw,finding,overlap,5,5000,200,200,0.17320508075688773,3.4641016151377544,,"measured on mopso's own output, where phi drives the search as well as the ordering, so this is a question about how the solver behaves under each order and never a pair number of the study; delta is 0.05 of the box diameter, the box_scale column; overlap is dice, the two covered counts over the two cardinalities, and the jaccard value of the same pair is in overlap_conventions.csv; containment_violations is the largest count over the seeds; nested in neither direction, so both directions are measured; this is the pair CONTEXT.md section 10 e3 takes the headline number from",0.0,0.0,0.0,0.0
